temp,hum,next_temp,next_hum,trang_thai_suc_khoe,khan_cap
21.7,35.1,22.4,30.4,An toan,Khong
25.3,69.6,25.2,65.2,An toan,Khong
22.8,44.6,23.2,45.3,An toan,Khong
25.3,37.3,26.4,44,An toan,Khong
40.9,86.8,42.3,79.8,Nguy hiem,Khong
39.5,78.5,39.1,79.8,Nguy hiem,Khong
39.5,76.9,32.2,71.7,Nguy hiem,CO (Soc moi truong)
38.8,42.3,39.2,48,Canh bao cao,Khong
29.6,50.8,31.2,44.1,Can trong,Khong
31.2,82.8,31.1,73.8,Can trong,Khong
32.1,80.2,31.4,76.3,Nguy hiem,Khong
21.5,73.3,22.8,76,An toan,Khong
38.4,45.2,39.9,39.8,Canh bao cao,Khong
28.3,52,27.5,59.7,Can trong,Khong
24.3,36.3,24.7,37.9,An toan,Khong
39.4,81.3,39.6,86.5,Nguy hiem,Khong
20,72.6,18.2,66.3,An toan,Khong
20.2,42.8,21.5,39.8,An toan,Khong
24,61.9,22.2,66.3,An toan,Khong
41.1,75.2,42.5,65.2,Cuc ky nguy hiem,Khong
39.4,80.3,40,77.4,Nguy hiem,Khong
20.7,38.2,20,37.4,An toan,Khong
30.7,56.4,31.1,59.5,Can trong,Khong
26.8,61.7,27.4,60.9,An toan,Khong
25.9,55.1,21.1,46.1,An toan,Khong
31.1,88.3,29.5,86.7,Can trong,Khong
30.6,50.2,29.3,55.2,Can trong,Khong
39.5,68.1,37.8,75.9,Nguy hiem,Khong
37.7,59.1,38.8,61.9,Canh bao cao,Khong
35.6,31.1,34.2,30.5,Canh bao cao,Khong
31,66.2,32.5,65.3,Can trong,Khong
27.8,63.6,29.2,61,Can trong,Khong
41.4,77.7,39.7,70.9,Cuc ky nguy hiem,Khong
20.2,54.9,19,47.9,An toan,Khong
23.4,35.5,23.6,43.4,An toan,Khong
38.7,80.7,38.3,84.2,Nguy hiem,Khong
24.9,38.7,24.6,40.3,An toan,Khong
35,81.1,35.2,82,Nguy hiem,Khong
37.2,75.8,37.6,74.7,Nguy hiem,Khong
41.7,92.4,43.6,82.9,Cuc ky nguy hiem,Khong
38.2,71,39.8,68,Nguy hiem,Khong
29,74.1,27.7,73.4,Can trong,Khong
40,47.7,41.3,48.6,Canh bao cao,Khong
39.4,79.1,38.6,78.6,Nguy hiem,Khong
35.6,61.2,33.7,55.5,Nguy hiem,Khong
26.7,36.4,26,19.6,An toan,Khong
25.1,63.1,26.7,69.8,An toan,Khong
31.3,32.6,30.6,40.4,Can trong,Khong
39,70.7,40.4,67.8,Nguy hiem,Khong
23.5,42.1,24.8,49.2,An toan,Khong
38.7,79.8,39.6,87.3,Nguy hiem,Khong
23.7,72.5,23.7,73.4,An toan,Khong
30.2,87.4,31.8,93.7,Can trong,Khong
37.4,39.8,39.1,40.9,Canh bao cao,Khong
27.7,63.4,29.5,61.1,Can trong,Khong
25.5,33.6,24.1,30.9,An toan,Khong
29.9,89.9,28.5,86.5,Can trong,Khong
23.3,39.7,26.5,13.4,An toan,CO (Soc moi truong)
31,83.6,31.4,83.5,Can trong,Khong
26.5,62.9,24.6,70.8,An toan,Khong
33.4,67.7,32.3,63.2,Nguy hiem,Khong
23,91,22.8,97.8,An toan,Khong
20.9,72.2,21.9,77.8,An toan,Khong
27.7,90.2,28,98.6,Can trong,Khong
39.7,64.8,40.1,71.6,Nguy hiem,Khong
34.9,77.5,36.5,84.1,Nguy hiem,Khong
29.8,39.4,31.3,41.7,Can trong,Khong
34.3,36.6,35.8,45.4,Canh bao cao,Khong
22.7,86.9,20.8,78.8,An toan,Khong
23,40.1,25,39.2,An toan,Khong
21.7,85.9,22.3,88.9,An toan,Khong
36.3,54.1,34.8,50.6,Canh bao cao,Khong
34.8,67.9,33.4,60.9,Nguy hiem,Khong
31.5,76.9,30.3,97.7,Can trong,CO (Soc moi truong)
33.4,32.9,35.4,40.8,Canh bao cao,Khong
40.1,61,41.1,52.4,Nguy hiem,Khong
28.6,61.6,27.7,71.4,Can trong,Khong
32.6,76.1,33.6,82.9,Nguy hiem,Khong
24.1,86,22.9,80.6,An toan,Khong
24.3,76,26.3,67.2,An toan,Khong
26.7,74.7,27,68.4,An toan,Khong
24.5,86.6,23.2,91.9,An toan,Khong
23,81.6,21.1,89.3,An toan,Khong
35.1,31.6,33.5,41.3,Canh bao cao,Khong
28.1,30.9,27.1,23.8,Can trong,Khong
30.1,86.5,29.8,88.1,Can trong,Khong
36.5,31.2,34.7,33.4,Canh bao cao,Khong
31.3,48.2,32.6,54.2,Can trong,Khong
38.2,63.6,35.5,35.6,Nguy hiem,CO (Soc moi truong)
26.7,85,26.3,76.2,An toan,Khong
40.3,32.6,41.5,25.2,Canh bao cao,Khong
25.1,45.4,25.6,53.9,An toan,Khong
28.9,65.5,29.7,56.4,Can trong,Khong
30.9,32.2,29.2,35.1,Can trong,Khong
23.3,52.5,24.9,55.3,An toan,Khong
38.8,62.8,37.6,53.7,Nguy hiem,Khong
40.6,58.9,39.1,37.7,Canh bao cao,CO (Soc moi truong)
40.7,82.8,40.7,89,Nguy hiem,Khong
36.6,55.2,38.5,62.3,Canh bao cao,Khong
28.6,34.4,30.4,46.8,Can trong,Khong
34.2,54.4,34.4,64.3,Canh bao cao,Khong
32.7,38,33.6,42.8,Canh bao cao,Khong
35.6,71.9,40.2,68.8,Nguy hiem,Khong
23.4,66,24.5,73.6,An toan,Khong
35,51.6,35,44.4,Canh bao cao,Khong
28.3,71.6,30.2,64.3,Can trong,Khong
21.5,35.2,20.5,31.5,An toan,Khong
32.1,89.5,38.5,97.1,Nguy hiem,CO (Soc moi truong)
22.1,85,22.1,79.5,An toan,Khong
29.8,69.3,30.4,74.3,Can trong,Khong
26.1,78.4,25.5,80.1,An toan,Khong
35.9,72.3,37.1,79.2,Nguy hiem,Khong
39.3,58.6,37.7,53.2,Canh bao cao,Khong
36.3,78,37.1,82,Nguy hiem,Khong
28.3,83.3,28.9,88.3,Can trong,Khong
37.2,46,35.6,39.4,Canh bao cao,Khong
26.4,51.7,27.1,53.8,An toan,Khong
31.1,38.5,32.8,35.8,Can trong,Khong
29.9,88,28.4,94.1,Can trong,Khong
40,94.6,40.8,100,Nguy hiem,Khong
21.3,60.3,22.9,55.2,An toan,Khong
39.1,63.3,39.8,70.9,Nguy hiem,Khong
25.5,76.4,24,85.1,An toan,Khong
22.4,83.4,23.3,85.2,An toan,Khong
33.5,51.7,33.8,42.9,Canh bao cao,Khong
35.6,82.9,34,88.9,Nguy hiem,Khong
28.4,46.7,27.3,45.2,Can trong,Khong
40.4,50.5,41.8,57,Canh bao cao,Khong
22.1,75.5,20.9,72.4,An toan,Khong
26.1,58.5,27.5,66,An toan,Khong
41.6,51.5,39.7,50.3,Cuc ky nguy hiem,Khong
39,67.1,37.6,68.9,Nguy hiem,Khong
24,74.8,22.4,74.8,An toan,Khong
33.3,37.6,31.6,40,Canh bao cao,Khong
25.8,65.6,27.4,63.4,An toan,Khong
37.6,33.1,36.5,40.9,Canh bao cao,Khong
30,50.3,29.6,46.5,Can trong,Khong
25.8,81,25.9,82.2,An toan,Khong
39,88.6,44.5,84.2,Nguy hiem,CO (Soc moi truong)
24.6,34.6,25.7,27.8,An toan,Khong
29.9,91.1,30.2,90.4,Can trong,Khong
30.6,54.4,32.2,59.3,Can trong,Khong
28.5,80.5,28.1,88.2,Can trong,Khong
29.4,38.6,31.4,59.1,Can trong,CO (Soc moi truong)
20.9,79.8,22.4,78.6,An toan,Khong
22.9,90.5,21.8,92.2,An toan,Khong
21.2,70.9,20.1,63.1,An toan,Khong
36.8,73.4,35.1,73,Nguy hiem,Khong
27.4,81.3,26.3,78.7,Can trong,Khong
34.9,91.2,36.8,91.6,Nguy hiem,Khong
38.9,39.2,40,41.4,Canh bao cao,Khong
36.9,58.6,36.7,50.2,Canh bao cao,Khong
35.2,52.4,35.4,45.4,Canh bao cao,Khong
31.8,51.2,31.3,51.5,Can trong,Khong
22.9,38.8,25.6,59.7,An toan,CO (Soc moi truong)
27.7,43.6,27.5,34.2,Can trong,Khong
21.3,76.1,20.4,72.9,An toan,Khong
41.3,91.7,34.6,100,Cuc ky nguy hiem,CO (Soc moi truong)
40.7,31,38.7,34.8,Canh bao cao,Khong
23.6,83.6,22.3,81.1,An toan,Khong
26.4,83.5,24.8,75.5,An toan,Khong
40.8,35.3,41.5,26.8,Canh bao cao,Khong
24.6,31.4,26,38.3,An toan,Khong
39.3,56.7,38.2,61.6,Canh bao cao,Khong
32,72.7,32.5,77.2,Can trong,Khong
22.5,76.8,23.6,68.7,An toan,Khong
41.7,35.7,40.4,29.5,Cuc ky nguy hiem,Khong
37.1,81.7,37.2,84.1,Nguy hiem,Khong
31.1,45.8,32.3,36.5,Can trong,Khong
25.8,40.8,26.4,43.2,An toan,Khong
35.9,66.7,36.9,66.4,Nguy hiem,Khong
27.5,84.7,28.6,81.9,Can trong,Khong
30.6,90,30.5,84.1,Can trong,Khong
31.3,80,35.8,73.8,Can trong,Khong
20.9,70,21.8,64.8,An toan,Khong
23.6,83.6,15.8,94.2,An toan,CO (Soc moi truong)
23.4,83.7,24.7,77.5,An toan,Khong
31.7,45.8,31.3,48.5,Can trong,Khong
38.1,64.7,40,60.3,Nguy hiem,Khong
41.2,65.1,42.6,71.8,Cuc ky nguy hiem,Khong
20.1,37.2,22,37.3,An toan,Khong
20,59.9,21.2,56.8,An toan,Khong
21.2,82,22.2,88.3,An toan,Khong
41.1,47.2,39.4,42.5,Cuc ky nguy hiem,Khong
24.3,30.8,24.4,27.6,An toan,Khong
37,38.3,40.1,31.9,Canh bao cao,Khong
28.3,38.1,27.6,37.5,Can trong,Khong
29.4,46.4,31,54.8,Can trong,Khong
41.5,44.5,40.5,50.8,Cuc ky nguy hiem,Khong
36.3,47.3,38.1,49.8,Canh bao cao,Khong
35,48.9,35.9,41.9,Canh bao cao,Khong
35.1,88.9,35.5,95.9,Nguy hiem,Khong
27.2,70.2,28.9,69.8,Can trong,Khong
41.8,86.4,42.1,91.7,Cuc ky nguy hiem,Khong
34.3,32.4,30.4,14.9,Canh bao cao,Khong
26.2,49.1,26.8,56.1,An toan,Khong
40.6,88.2,39.7,92.3,Nguy hiem,Khong
25.9,73.7,24,82.7,An toan,Khong
36.9,83.1,30.7,96.8,Nguy hiem,CO (Soc moi truong)
35.8,39.7,32.8,29.8,Canh bao cao,Khong
25.4,37.8,24.2,30.4,An toan,Khong
25.3,59.2,26.5,51.4,An toan,Khong
31.8,72.7,32.8,71,Can trong,Khong
29.4,32.3,32.4,12.7,Can trong,Khong
34,77.9,32.3,84,Nguy hiem,Khong
34.5,74.9,36.1,66.1,Nguy hiem,Khong
29.6,91.1,27.6,100,Can trong,Khong
27.2,82.4,25.8,72.6,Can trong,Khong
30.8,34.2,30.6,29.3,Can trong,Khong
39.1,38.7,40.4,35,Canh bao cao,Khong
30.4,54.5,28.7,48.8,Can trong,Khong
36.2,31.6,35.6,35.1,Canh bao cao,Khong
24.7,82.4,26.6,92.3,An toan,Khong
37.4,30.4,35.5,26.6,Canh bao cao,Khong
36.7,90.7,35.5,88.2,Nguy hiem,Khong
39.3,64.1,39.5,59.6,Nguy hiem,Khong
40.7,69.5,41.2,88.4,Nguy hiem,Khong
38.5,56.6,38.5,65.6,Canh bao cao,Khong
41.1,32.3,42,23.1,Cuc ky nguy hiem,Khong
38.4,76.5,38.2,75.5,Nguy hiem,Khong
20.3,43.3,22,39.4,An toan,Khong
37.4,78.4,35.5,68.7,Nguy hiem,Khong
22.7,80.8,21.6,84,An toan,Khong
23.4,84.8,21.9,83.1,An toan,Khong
40.6,41.1,46.2,68.3,Canh bao cao,CO (Soc moi truong)
25.2,67.5,23.6,68.8,An toan,Khong
35.2,61.7,36,58,Nguy hiem,Khong
41.2,84.2,41,76.3,Cuc ky nguy hiem,Khong
41.6,82.5,40,79.8,Cuc ky nguy hiem,Khong
31.6,86.5,30.9,91.4,Can trong,Khong
23.9,50.7,23.5,41.2,An toan,Khong
37.4,86.3,39,83.3,Nguy hiem,Khong
20.1,44.6,20.4,50.2,An toan,Khong
38.5,92.1,38.1,84,Nguy hiem,Khong
27.7,49.1,27.3,55.1,Can trong,Khong
41.4,54,40.8,27.5,Cuc ky nguy hiem,CO (Soc moi truong)
36.5,36.7,36.1,37.8,Canh bao cao,Khong
26.8,42.9,26,50.2,An toan,Khong
29,60.5,27.6,59.4,Can trong,Khong
38.4,66.3,40,67.1,Nguy hiem,Khong
24.8,43.5,26.1,49.5,An toan,Khong
38.8,76.2,36.9,74.1,Nguy hiem,Khong
41.4,64.6,40.8,65.5,Cuc ky nguy hiem,Khong
30.6,42.1,31.4,51.7,Can trong,Khong
26.2,40.9,25.7,45.4,An toan,Khong
34.1,33.4,32.6,24.9,Canh bao cao,Khong
27.9,71.7,27.9,69.6,Can trong,Khong
30.2,74,30,100,Can trong,CO (Soc moi truong)
24.5,65.8,26,75.4,An toan,Khong
36.8,50.9,37.4,58.7,Canh bao cao,Khong
41.8,78.7,41.3,78.3,Cuc ky nguy hiem,Khong
22.2,47,22.7,44.6,An toan,Khong
24.5,79.9,25.9,80.9,An toan,Khong
23.4,64,21.6,57.1,An toan,Khong
29.7,44.4,30.4,28.7,Can trong,Khong
36.7,50.9,36.3,46.4,Canh bao cao,Khong
36.4,84.8,37.2,83,Nguy hiem,Khong
26.2,72.3,27.1,69.9,An toan,Khong
39.1,31,38.7,33.3,Canh bao cao,Khong
38.1,65.6,39.3,61,Nguy hiem,Khong
35.3,67.4,34.4,68.3,Nguy hiem,Khong
33.7,53.5,34.4,60.3,Canh bao cao,Khong
29.2,43.2,27.4,38.6,Can trong,Khong
35.1,37.1,34.1,47,Canh bao cao,Khong
20.1,37.6,20.2,39.7,An toan,Khong
30.6,73,31.6,81.5,Can trong,Khong
28,38.1,26.1,45.5,Can trong,Khong
31.7,60,30.3,50.4,Can trong,Khong
21.5,63.9,21.6,67,An toan,Khong
23.3,63,22.3,77.1,An toan,Khong
30.2,91.5,29.8,88.4,Can trong,Khong
23.3,93.2,24.3,100,An toan,Khong
29.3,46.9,29.1,45.4,Can trong,Khong
41.8,78.2,41.3,86.7,Cuc ky nguy hiem,Khong
29.6,89.2,29.4,89.8,Can trong,Khong
33.8,94.9,32.2,90,Nguy hiem,Khong
40.6,47.4,37.4,46.6,Canh bao cao,Khong
29.3,45,27.3,44.3,Can trong,Khong
39.6,33.4,38.9,26.2,Canh bao cao,Khong
23.7,68.3,24.9,89.8,An toan,CO (Soc moi truong)
23.7,65.2,23.2,68.2,An toan,Khong
27.9,73.4,35.1,55.9,Can trong,CO (Soc moi truong)
36.7,74.2,36.6,71.1,Nguy hiem,Khong
37.2,60.4,35.5,69.4,Nguy hiem,Khong
20.1,82.1,20.4,76.2,An toan,Khong
23.2,88.2,21.9,95.5,An toan,Khong
30.2,54,28.3,45.4,Can trong,Khong
24.7,58.2,25.9,61.6,An toan,Khong
26.2,48.4,27.4,41.2,An toan,Khong
31.3,41.8,32.5,39.7,Can trong,Khong
39.1,81.3,38.5,64,Nguy hiem,Khong
37.7,86,35.8,88.2,Nguy hiem,Khong
31.2,40.4,33,50.4,Can trong,Khong
32.4,53.3,32.2,50.3,Canh bao cao,Khong
27.9,37.7,27.6,43.7,Can trong,Khong
34,59.1,36,62.2,Canh bao cao,Khong
28.6,71.6,26.9,73.8,Can trong,Khong
28.1,43.1,26.3,37.9,Can trong,Khong
40.5,51.5,41.5,51.9,Canh bao cao,Khong
34.8,84.5,32.8,86.4,Nguy hiem,Khong
25.6,48,25.3,41.8,An toan,Khong
22.9,94.6,21.5,91.8,An toan,Khong
36.8,39.8,35.7,37.5,Canh bao cao,Khong
25.4,52.3,27,44.3,An toan,Khong
22,63,21.7,55.3,An toan,Khong
32,72.2,30.7,66.7,Nguy hiem,Khong
22.8,91.5,24.2,83.7,An toan,Khong
33.9,51.8,35.6,52.7,Canh bao cao,Khong
26.8,92.4,34.2,100,An toan,CO (Soc moi truong)
26.3,51.2,25.5,41.3,An toan,Khong
21.3,51.3,21.6,41.7,An toan,Khong
41.7,64.8,42.7,61.3,Cuc ky nguy hiem,Khong
40.3,66.6,39.7,57.5,Nguy hiem,Khong
24.9,89.3,16.9,69.8,An toan,CO (Soc moi truong)
35.3,80.3,33.3,87.5,Nguy hiem,Khong
30.3,82.8,30.8,92.2,Can trong,Khong
26.1,93.9,26.6,100,An toan,Khong
28.1,50.3,30,54.7,Can trong,Khong
34.8,31.3,34.3,31,Canh bao cao,Khong
36.9,74.1,36.2,81.7,Nguy hiem,Khong
41.8,57.3,39.8,63.8,Cuc ky nguy hiem,Khong
22.1,90,22.4,81.4,An toan,Khong
32,63.5,32.9,70.7,Nguy hiem,Khong
39.5,37,39.9,45.6,Canh bao cao,Khong
25.7,49.9,25.1,47.3,An toan,Khong
34.3,44.7,34,38.3,Canh bao cao,Khong
31.6,78,29.8,70.4,Can trong,Khong
28.7,85.7,28.4,90.3,Can trong,Khong
24.4,89.5,25.9,84.1,An toan,Khong
30.8,86.4,30.6,95.1,Can trong,Khong
32.5,70.3,32.4,66.3,Nguy hiem,Khong
20,90.7,19.7,97.4,An toan,Khong
28.1,58.3,26.9,51.6,Can trong,Khong
31,41.8,31.8,36.4,Can trong,Khong
22.5,87.9,21.6,86.9,An toan,Khong
34.2,54.4,28.2,64.2,Canh bao cao,CO (Soc moi truong)
22.6,64,22.1,59.3,An toan,Khong
32.8,63.4,33.4,71.5,Nguy hiem,Khong
30.5,69.5,31.6,77,Can trong,Khong
41.5,94.1,42.8,92.4,Cuc ky nguy hiem,Khong
40.6,87.2,40.8,93.3,Nguy hiem,Khong
34.8,48.3,36.6,58.2,Canh bao cao,Khong
24.7,72.8,24.6,75.3,An toan,Khong
29.8,42.5,30.2,48.4,Can trong,Khong
30.2,87.3,30.9,92.9,Can trong,Khong
36.1,41.3,35.7,38.1,Canh bao cao,Khong
28.5,63.1,29.7,70.9,Can trong,Khong
37.3,74.3,36.3,79.7,Nguy hiem,Khong
26.3,79.7,26.7,86.3,An toan,Khong
35.5,54.7,35,46.7,Canh bao cao,Khong
24.8,94.8,24.5,100,An toan,Khong
24.6,92.5,25,86.5,An toan,Khong
24.9,60,25.6,61.6,An toan,Khong
41.5,48.3,40.4,41.5,Cuc ky nguy hiem,Khong
39.9,57.8,40.8,67.4,Canh bao cao,Khong
21.5,63.9,20.1,65.2,An toan,Khong
24.1,65.2,24.7,59.5,An toan,Khong
30,61.3,31.1,52,Can trong,Khong
22.3,80.1,23.6,87.7,An toan,Khong
25.6,76.8,25.5,79.7,An toan,Khong
28.4,52.7,26.6,48.3,Can trong,Khong
33.6,69.3,35.2,63.7,Nguy hiem,Khong
40.7,45.5,42.3,43.7,Canh bao cao,Khong
23.4,35.6,30.7,26.1,An toan,CO (Soc moi truong)
39.3,84.6,46.8,84.3,Nguy hiem,CO (Soc moi truong)
37.1,79.3,38.1,81.2,Nguy hiem,Khong
41.7,30.4,40.1,34.7,Cuc ky nguy hiem,Khong
28.6,41.5,30.4,41.5,Can trong,Khong
26.6,39.9,26.4,43.6,An toan,Khong
40.6,34.5,42.2,41.6,Canh bao cao,Khong
21.6,55.9,20.4,47,An toan,Khong
24.2,71.5,24,80.9,An toan,Khong
36.8,58.9,36.2,58.4,Canh bao cao,Khong
26.6,42.8,26,43,An toan,Khong
27.9,47.3,29.4,57.9,Can trong,Khong
33.2,72,32.8,76.3,Nguy hiem,Khong
35.1,32.5,36.3,40.4,Canh bao cao,Khong
21.1,44.7,21.5,45.5,An toan,Khong
32.9,87.9,32.5,97.6,Nguy hiem,Khong
28.4,53.8,26.6,47.9,Can trong,Khong
35.4,55.1,34,57.4,Canh bao cao,Khong
26.8,86.1,31.1,65,An toan,CO (Soc moi truong)
39.6,40.2,39.3,33.9,Canh bao cao,Khong
38.6,68.8,40.3,77.9,Nguy hiem,Khong
24.9,88.4,25.9,96.6,An toan,Khong
39.6,50.9,40.9,54.8,Canh bao cao,Khong
22.3,48.9,24.1,51.8,An toan,Khong
28.4,46.2,28.5,43.9,Can trong,Khong
40.6,41.1,39.4,31.2,Canh bao cao,Khong
38.4,82.4,36.9,79.8,Nguy hiem,Khong
40.3,92.1,46.7,100,Nguy hiem,CO (Soc moi truong)
20.7,83.7,21.6,91.1,An toan,Khong
37.4,70.7,36.5,80.6,Nguy hiem,Khong
26.5,31.1,26,32.2,An toan,Khong
39.3,92.2,39.3,96.5,Nguy hiem,Khong
37.6,65.2,36.9,60,Nguy hiem,Khong
34.4,37.8,35.9,47.6,Canh bao cao,Khong
36.9,66.7,36.3,66.7,Nguy hiem,Khong
31.3,54,31.3,49.8,Can trong,Khong
21.4,47,21.3,46.1,An toan,Khong
27.6,64.3,26.9,66,Can trong,Khong
24.9,76.1,22.9,70.9,An toan,Khong
34.2,52.6,35.9,53.9,Canh bao cao,Khong
38,87.8,38.8,94.7,Nguy hiem,Khong
23.1,85.2,23.5,83.4,An toan,Khong
23.5,51.1,22.8,49.5,An toan,Khong
23.6,56.4,24.2,47.7,An toan,Khong
20.6,55.3,19.1,56.5,An toan,Khong
29,86.2,29.4,92.5,Can trong,Khong
22.4,62.4,24.3,70.3,An toan,Khong
24.3,59.9,23,56.3,An toan,Khong
40.7,34.3,40.1,37.7,Canh bao cao,Khong
33.1,86.2,34.9,85,Nguy hiem,Khong
34,74.2,35.6,80.2,Nguy hiem,Khong
23.3,55.1,28.7,80,An toan,CO (Soc moi truong)
31.5,49.4,28.2,50.5,Can trong,Khong
23.4,62.8,24.1,67.2,An toan,Khong
27.6,79.5,26.8,89.2,Can trong,Khong
30.3,56.2,30.2,60.6,Can trong,Khong
39.9,52,40.3,57.7,Canh bao cao,Khong
32.5,48.4,31.3,40.5,Canh bao cao,Khong
40.6,31.9,40.4,30.8,Canh bao cao,Khong
30.6,34,31.3,26.1,Can trong,Khong
21.9,53.9,21.6,61.9,An toan,Khong
24.1,76.4,25.2,66.9,An toan,Khong
38.8,53.5,39.6,57.7,Canh bao cao,Khong
27.9,35.4,27.7,40,Can trong,Khong
34.1,59.3,33.5,53,Canh bao cao,Khong
41.6,74.4,40.1,71.9,Cuc ky nguy hiem,Khong
32.1,68.9,30.1,74.1,Nguy hiem,Khong
30.3,87.3,29.6,89.3,Can trong,Khong
37.1,65.8,37.1,64,Nguy hiem,Khong
39.2,34.1,38,35.6,Canh bao cao,Khong
38.7,61.3,40,61.7,Nguy hiem,Khong
22.2,31.2,22.2,40.2,An toan,Khong
29.7,45.8,30.1,39.7,Can trong,Khong
38.2,34.8,38.7,43.4,Canh bao cao,Khong
31.8,35.1,30,32.3,Can trong,Khong
40.9,53.7,41.9,60.4,Canh bao cao,Khong
38.9,50.6,38,57.6,Canh bao cao,Khong
27.4,60.1,29.4,53.8,Can trong,Khong
34,35.3,39.4,53,Canh bao cao,CO (Soc moi truong)
26,48.7,25.1,53.6,An toan,Khong
24,87.7,24.3,79.2,An toan,Khong
30.2,94.9,32.1,93.6,Can trong,Khong
28.9,88.8,30.9,94.2,Can trong,Khong
22.3,69.1,22.1,61.6,An toan,Khong
33.5,42.7,32.7,38.2,Canh bao cao,Khong
21.9,51.4,20.2,41.5,An toan,Khong
33.8,93.6,34.3,96.1,Nguy hiem,Khong
30.2,68.6,29.6,61.7,Can trong,Khong
35.9,78.6,36,82.6,Nguy hiem,Khong
31.8,78.6,29.9,84.4,Can trong,Khong
23.7,39.3,22.4,35.2,An toan,Khong
40.4,87.8,41.9,91,Nguy hiem,Khong
26.4,91.5,26.5,86.9,An toan,Khong
25.3,85.9,24.2,84,An toan,Khong
29,66.1,29.3,70.3,Can trong,Khong
31.5,59.3,32.9,61.8,Can trong,Khong
28.9,86.7,27.3,83.9,Can trong,Khong
31.9,76.7,33.5,72.4,Can trong,Khong
30.9,30.7,31.2,40.6,Can trong,Khong
26.5,61.1,26.3,54.5,An toan,Khong
23.6,54.2,23.6,49.7,An toan,Khong
28.6,59.2,29.9,63,Can trong,Khong
41.8,35.8,41,34.2,Cuc ky nguy hiem,Khong
30.6,62.8,29.7,61.4,Can trong,Khong
34.9,37.1,34.1,41.6,Canh bao cao,Khong
41.6,87.1,46.2,73.1,Cuc ky nguy hiem,Khong
41.8,31.7,40.3,36.8,Cuc ky nguy hiem,Khong
35.2,59.7,34.3,53.5,Canh bao cao,Khong
36.1,77.9,34.6,70.3,Nguy hiem,Khong
22.1,44.7,23.3,52.3,An toan,Khong
22.8,76.6,20.6,100,An toan,CO (Soc moi truong)
20.8,93.4,21.2,98.5,An toan,Khong
38.7,84.5,37.9,92.3,Nguy hiem,Khong
24,53.9,31.4,72.8,An toan,CO (Soc moi truong)
33.7,80.1,34,81,Nguy hiem,Khong
31.4,79.2,30.6,87.7,Can trong,Khong
20.6,82.9,19.5,86.2,An toan,Khong
41.7,76.1,41.5,75.8,Cuc ky nguy hiem,Khong
37.8,30.4,38.1,30,Canh bao cao,Khong
35.8,44.3,35,43,Canh bao cao,Khong
41.4,51.9,41.7,53.7,Cuc ky nguy hiem,Khong
35.7,44,33.7,39,Canh bao cao,Khong
25.3,49,23.6,53.6,An toan,Khong
21.4,47.6,21.5,54.3,An toan,Khong
21.4,67,21.7,67.7,An toan,Khong
31.5,68.6,33.2,70.5,Can trong,Khong
38.7,41,39.5,48.7,Canh bao cao,Khong
34.7,57.8,34.5,52.5,Canh bao cao,Khong
38.8,80.1,39.7,79.9,Nguy hiem,Khong
29.6,42.9,29.3,37.7,Can trong,Khong
25.4,37.4,24.9,38.9,An toan,Khong
22,38,20.2,42.1,An toan,Khong
28.8,59.9,29,69.6,Can trong,Khong
27.2,73.2,27.2,70,Can trong,Khong
33.6,88.2,31.8,97.3,Nguy hiem,Khong
42,58.1,41.6,65.4,Cuc ky nguy hiem,Khong
23.7,82.2,22.5,85.4,An toan,Khong
24,82.3,22.6,85.6,An toan,Khong
28,87.8,28.5,94.2,Can trong,Khong
20.7,32.1,21.7,31.6,An toan,Khong
38.3,53.1,38.6,62.1,Canh bao cao,Khong
24.5,83.5,25.3,92,An toan,Khong
39.2,82.2,39.8,76.8,Nguy hiem,Khong
38.8,72.6,40.2,73,Nguy hiem,Khong
35.8,84.4,35.2,76.3,Nguy hiem,Khong
21.3,51.7,22,50.4,An toan,Khong
32.7,73.3,33.4,71.4,Nguy hiem,Khong
38,83.8,38.9,85.7,Nguy hiem,Khong
24.4,36,22.5,28.7,An toan,Khong
36.2,46.9,37.6,42.7,Canh bao cao,Khong
36.5,64.5,41.1,77.2,Nguy hiem,Khong
20.6,41.4,21.6,33.3,An toan,Khong
37.9,87,36.4,85.9,Nguy hiem,Khong
28,37.7,28.3,39,Can trong,Khong
23,80.6,22.6,77.6,An toan,Khong
27.9,34.6,29.2,25.8,Can trong,Khong
27.8,72.3,28.8,67.8,Can trong,Khong
31.3,77.3,32.1,76.3,Can trong,Khong
38.8,58,39,64.6,Canh bao cao,Khong
25.2,89.4,26.8,80.3,An toan,Khong
37.2,30.9,37.5,37.5,Canh bao cao,Khong
23.4,86.9,25.4,90.6,An toan,Khong
36.1,54.3,34.4,57.7,Canh bao cao,Khong
33.3,82.8,34.9,55.9,Nguy hiem,CO (Soc moi truong)
24.2,92,23.8,92.4,An toan,Khong
20.4,92.5,22.4,90.1,An toan,Khong
30.4,89.4,31.6,88,Can trong,Khong
20.5,92.2,21.4,97.9,An toan,Khong
33,65.5,34.1,70.5,Nguy hiem,Khong
28.7,41.4,30.4,48.1,Can trong,Khong
37.2,65.8,38.7,66.3,Nguy hiem,Khong
25.5,60.5,24.3,54.8,An toan,Khong
39.1,48.9,37.7,57.9,Canh bao cao,Khong
22.4,43.3,21.8,45.1,An toan,Khong
40.5,55.9,41.3,65.2,Canh bao cao,Khong
25.8,94.5,25.8,100,An toan,Khong
